"","HomeTeam","AwayTeam","FTHG","FTAG","FTR","Season","Match_Date","Home_Win","Away_Win","Draw"
"7683","Man City","Newcastle",4,0,"H","2012-13",2013-03-30,1,0,0
"7684","Southampton","Chelsea",2,1,"H","2012-13",2013-03-30,1,0,0
"7685","Sunderland","Man United",0,1,"A","2012-13",2013-03-30,0,1,0
"7686","Swansea","Tottenham",1,2,"A","2012-13",2013-03-30,0,1,0
"7687","West Ham","West Brom",3,1,"H","2012-13",2013-03-30,1,0,0
"7688","Wigan","Norwich",1,0,"H","2012-13",2013-03-30,1,0,0
"7689","Aston Villa","Liverpool",1,2,"A","2012-13",2013-03-31,0,1,0
"7690","Fulham","QPR",3,2,"H","2012-13",2013-04-01,1,0,0
"7691","Norwich","Swansea",2,2,"D","2012-13",2013-04-06,0,0,1
"7692","Reading","Southampton",0,2,"A","2012-13",2013-04-06,0,1,0
"7693","Stoke","Aston Villa",1,3,"A","2012-13",2013-04-06,0,1,0
"7694","West Brom","Arsenal",1,2,"A","2012-13",2013-04-06,0,1,0
"7695","Chelsea","Sunderland",2,1,"H","2012-13",2013-04-07,1,0,0
"7696","Liverpool","West Ham",0,0,"D","2012-13",2013-04-07,0,0,1
"7697","Newcastle","Fulham",1,0,"H","2012-13",2013-04-07,1,0,0
"7698","QPR","Wigan",1,1,"D","2012-13",2013-04-07,0,0,1
"7699","Tottenham","Everton",2,2,"D","2012-13",2013-04-07,0,0,1
"7700","Man United","Man City",1,2,"A","2012-13",2013-04-08,0,1,0
"7701","Arsenal","Norwich",3,1,"H","2012-13",2013-04-13,1,0,0
"7702","Aston Villa","Fulham",1,1,"D","2012-13",2013-04-13,0,0,1
"7703","Everton","QPR",2,0,"H","2012-13",2013-04-13,1,0,0
"7704","Reading","Liverpool",0,0,"D","2012-13",2013-04-13,0,0,1
"7705","Southampton","West Ham",1,1,"D","2012-13",2013-04-13,0,0,1
"7706","Newcastle","Sunderland",0,3,"A","2012-13",2013-04-14,0,1,0
"7707","Stoke","Man United",0,2,"A","2012-13",2013-04-14,0,1,0
"7708","Arsenal","Everton",0,0,"D","2012-13",2013-04-16,0,0,1
"7709","Fulham","Chelsea",0,3,"A","2012-13",2013-04-17,0,1,0
"7710","Man City","Wigan",1,0,"H","2012-13",2013-04-17,1,0,0
"7711","West Ham","Man United",2,2,"D","2012-13",2013-04-17,0,0,1
"7712","Fulham","Arsenal",0,1,"A","2012-13",2013-04-20,0,1,0
"7713","Norwich","Reading",2,1,"H","2012-13",2013-04-20,1,0,0
"7714","QPR","Stoke",0,2,"A","2012-13",2013-04-20,0,1,0
"7715","Sunderland","Everton",1,0,"H","2012-13",2013-04-20,1,0,0
"7716","Swansea","Southampton",0,0,"D","2012-13",2013-04-20,0,0,1
"7717","West Brom","Newcastle",1,1,"D","2012-13",2013-04-20,0,0,1
"7718","West Ham","Wigan",2,0,"H","2012-13",2013-04-20,1,0,0
"7719","Liverpool","Chelsea",2,2,"D","2012-13",2013-04-21,0,0,1
"7720","Tottenham","Man City",3,1,"H","2012-13",2013-04-21,1,0,0
"7721","Man United","Aston Villa",3,0,"H","2012-13",2013-04-22,1,0,0
"7722","Everton","Fulham",1,0,"H","2012-13",2013-04-27,1,0,0
"7723","Man City","West Ham",2,1,"H","2012-13",2013-04-27,1,0,0
"7724","Newcastle","Liverpool",0,6,"A","2012-13",2013-04-27,0,1,0
"7725","Southampton","West Brom",0,3,"A","2012-13",2013-04-27,0,1,0
"7726","Stoke","Norwich",1,0,"H","2012-13",2013-04-27,1,0,0
"7727","Wigan","Tottenham",2,2,"D","2012-13",2013-04-27,0,0,1
"7728","Arsenal","Man United",1,1,"D","2012-13",2013-04-28,0,0,1
"7729","Chelsea","Swansea",2,0,"H","2012-13",2013-04-28,1,0,0
"7730","Reading","QPR",0,0,"D","2012-13",2013-04-28,0,0,1
"7731","Aston Villa","Sunderland",6,1,"H","2012-13",2013-04-29,1,0,0
"7732","Fulham","Reading",2,4,"A","2012-13",2013-05-04,0,1,0
"7733","Norwich","Aston Villa",1,2,"A","2012-13",2013-05-04,0,1,0
"7734","QPR","Arsenal",0,1,"A","2012-13",2013-05-04,0,1,0
"7735","Swansea","Man City",0,0,"D","2012-13",2013-05-04,0,0,1
"7736","Tottenham","Southampton",1,0,"H","2012-13",2013-05-04,1,0,0
"7737","West Brom","Wigan",2,3,"A","2012-13",2013-05-04,0,1,0
"7738","West Ham","Newcastle",0,0,"D","2012-13",2013-05-04,0,0,1
"7739","Liverpool","Everton",0,0,"D","2012-13",2013-05-05,0,0,1
"7740","Man United","Chelsea",0,1,"A","2012-13",2013-05-05,0,1,0
"7741","Sunderland","Stoke",1,1,"D","2012-13",2013-05-06,0,0,1
"7742","Man City","West Brom",1,0,"H","2012-13",2013-05-07,1,0,0
"7743","Wigan","Swansea",2,3,"A","2012-13",2013-05-07,0,1,0
"7744","Chelsea","Tottenham",2,2,"D","2012-13",2013-05-08,0,0,1
"7745","Aston Villa","Chelsea",1,2,"A","2012-13",2013-05-11,0,1,0
"7746","Everton","West Ham",2,0,"H","2012-13",2013-05-12,1,0,0
"7747","Fulham","Liverpool",1,3,"A","2012-13",2013-05-12,0,1,0
"7748","Man United","Swansea",2,1,"H","2012-13",2013-05-12,1,0,0
"7749","Norwich","West Brom",4,0,"H","2012-13",2013-05-12,1,0,0
"7750","QPR","Newcastle",1,2,"A","2012-13",2013-05-12,0,1,0
"7751","Stoke","Tottenham",1,2,"A","2012-13",2013-05-12,0,1,0
"7752","Sunderland","Southampton",1,1,"D","2012-13",2013-05-12,0,0,1
"7753","Arsenal","Wigan",4,1,"H","2012-13",2013-05-14,1,0,0
"7754","Reading","Man City",0,2,"A","2012-13",2013-05-14,0,1,0
"7755","Chelsea","Everton",2,1,"H","2012-13",2013-05-19,1,0,0
"7756","Liverpool","QPR",1,0,"H","2012-13",2013-05-19,1,0,0
"7757","Man City","Norwich",2,3,"A","2012-13",2013-05-19,0,1,0
"7758","Newcastle","Arsenal",0,1,"A","2012-13",2013-05-19,0,1,0
"7759","Southampton","Stoke",1,1,"D","2012-13",2013-05-19,0,0,1
"7760","Swansea","Fulham",0,3,"A","2012-13",2013-05-19,0,1,0
"7761","Tottenham","Sunderland",1,0,"H","2012-13",2013-05-19,1,0,0
"7762","West Brom","Man United",5,5,"D","2012-13",2013-05-19,0,0,1
"7763","West Ham","Reading",4,2,"H","2012-13",2013-05-19,1,0,0
"7764","Wigan","Aston Villa",2,2,"D","2012-13",2013-05-19,0,0,1
"7765","Arsenal","Aston Villa",1,3,"A","2013-14",2013-08-17,0,1,0
"7766","Liverpool","Stoke",1,0,"H","2013-14",2013-08-17,1,0,0
"7767","Norwich","Everton",2,2,"D","2013-14",2013-08-17,0,0,1
"7768","Sunderland","Fulham",0,1,"A","2013-14",2013-08-17,0,1,0
"7769","Swansea","Man United",1,4,"A","2013-14",2013-08-17,0,1,0
"7770","West Brom","Southampton",0,1,"A","2013-14",2013-08-17,0,1,0
"7771","West Ham","Cardiff",2,0,"H","2013-14",2013-08-17,1,0,0
"7772","Chelsea","Hull",2,0,"H","2013-14",2013-08-18,1,0,0
"7773","Crystal Palace","Tottenham",0,1,"A","2013-14",2013-08-18,0,1,0
"7774","Man City","Newcastle",4,0,"H","2013-14",2013-08-19,1,0,0
"7775","Chelsea","Aston Villa",2,1,"H","2013-14",2013-08-21,1,0,0
"7776","Aston Villa","Liverpool",0,1,"A","2013-14",2013-08-24,0,1,0
"7777","Everton","West Brom",0,0,"D","2013-14",2013-08-24,0,0,1
"7778","Fulham","Arsenal",1,3,"A","2013-14",2013-08-24,0,1,0
"7779","Hull","Norwich",1,0,"H","2013-14",2013-08-24,1,0,0
"7780","Newcastle","West Ham",0,0,"D","2013-14",2013-08-24,0,0,1
"7781","Southampton","Sunderland",1,1,"D","2013-14",2013-08-24,0,0,1
"7782","Stoke","Crystal Palace",2,1,"H","2013-14",2013-08-24,1,0,0
"7783","Cardiff","Man City",3,2,"H","2013-14",2013-08-25,1,0,0
"7784","Tottenham","Swansea",1,0,"H","2013-14",2013-08-25,1,0,0
"7785","Man United","Chelsea",0,0,"D","2013-14",2013-08-26,0,0,1
"7786","Cardiff","Everton",0,0,"D","2013-14",2013-08-31,0,0,1
"7787","Crystal Palace","Sunderland",3,1,"H","2013-14",2013-08-31,1,0,0
"7788","Man City","Hull",2,0,"H","2013-14",2013-08-31,1,0,0
"7789","Newcastle","Fulham",1,0,"H","2013-14",2013-08-31,1,0,0
"7790","Norwich","Southampton",1,0,"H","2013-14",2013-08-31,1,0,0
"7791","West Ham","Stoke",0,1,"A","2013-14",2013-08-31,0,1,0
"7792","Arsenal","Tottenham",1,0,"H","2013-14",2013-09-01,1,0,0
"7793","Liverpool","Man United",1,0,"H","2013-14",2013-09-01,1,0,0
"7794","West Brom","Swansea",0,2,"A","2013-14",2013-09-01,0,1,0
"7795","Aston Villa","Newcastle",1,2,"A","2013-14",2013-09-14,0,1,0
"7796","Everton","Chelsea",1,0,"H","2013-14",2013-09-14,1,0,0
"7797","Fulham","West Brom",1,1,"D","2013-14",2013-09-14,0,0,1
"7798","Hull","Cardiff",1,1,"D","2013-14",2013-09-14,0,0,1
"7799","Man United","Crystal Palace",2,0,"H","2013-14",2013-09-14,1,0,0
"7800","Stoke","Man City",0,0,"D","2013-14",2013-09-14,0,0,1
"7801","Sunderland","Arsenal",1,3,"A","2013-14",2013-09-14,0,1,0
"7802","Tottenham","Norwich",2,0,"H","2013-14",2013-09-14,1,0,0
"7803","Southampton","West Ham",0,0,"D","2013-14",2013-09-15,0,0,1
"7804","Swansea","Liverpool",2,2,"D","2013-14",2013-09-16,0,0,1
"7805","Chelsea","Fulham",2,0,"H","2013-14",2013-09-21,1,0,0
"7806","Liverpool","Southampton",0,1,"A","2013-14",2013-09-21,0,1,0
"7807","Newcastle","Hull",2,3,"A","2013-14",2013-09-21,0,1,0
"7808","Norwich","Aston Villa",0,1,"A","2013-14",2013-09-21,0,1,0
"7809","West Brom","Sunderland",3,0,"H","2013-14",2013-09-21,1,0,0
"7810","West Ham","Everton",2,3,"A","2013-14",2013-09-21,0,1,0
"7811","Arsenal","Stoke",3,1,"H","2013-14",2013-09-22,1,0,0
"7812","Cardiff","Tottenham",0,1,"A","2013-14",2013-09-22,0,1,0
"7813","Crystal Palace","Swansea",0,2,"A","2013-14",2013-09-22,0,1,0
"7814","Man City","Man United",4,1,"H","2013-14",2013-09-22,1,0,0
"7815","Aston Villa","Man City",3,2,"H","2013-14",2013-09-28,1,0,0
"7816","Fulham","Cardiff",1,2,"A","2013-14",2013-09-28,0,1,0
"7817","Hull","West Ham",1,0,"H","2013-14",2013-09-28,1,0,0
"7818","Man United","West Brom",1,2,"A","2013-14",2013-09-28,0,1,0
"7819","Southampton","Crystal Palace",2,0,"H","2013-14",2013-09-28,1,0,0
"7820","Swansea","Arsenal",1,2,"A","2013-14",2013-09-28,0,1,0
"7821","Tottenham","Chelsea",1,1,"D","2013-14",2013-09-28,0,0,1
"7822","Stoke","Norwich",0,1,"A","2013-14",2013-09-29,0,1,0
"7823","Sunderland","Liverpool",1,3,"A","2013-14",2013-09-29,0,1,0
"7824","Everton","Newcastle",3,2,"H","2013-14",2013-09-30,1,0,0
"7825","Cardiff","Newcastle",1,2,"A","2013-14",2013-10-05,0,1,0
"7826","Fulham","Stoke",1,0,"H","2013-14",2013-10-05,1,0,0
"7827","Hull","Aston Villa",0,0,"D","2013-14",2013-10-05,0,0,1
"7828","Liverpool","Crystal Palace",3,1,"H","2013-14",2013-10-05,1,0,0
"7829","Man City","Everton",3,1,"H","2013-14",2013-10-05,1,0,0
"7830","Sunderland","Man United",1,2,"A","2013-14",2013-10-05,0,1,0
"7831","Norwich","Chelsea",1,3,"A","2013-14",2013-10-06,0,1,0
"7832","Southampton","Swansea",2,0,"H","2013-14",2013-10-06,1,0,0
"7833","Tottenham","West Ham",0,3,"A","2013-14",2013-10-06,0,1,0
"7834","West Brom","Arsenal",1,1,"D","2013-14",2013-10-06,0,0,1
"7835","Arsenal","Norwich",4,1,"H","2013-14",2013-10-19,1,0,0
"7836","Chelsea","Cardiff",4,1,"H","2013-14",2013-10-19,1,0,0
"7837","Everton","Hull",2,1,"H","2013-14",2013-10-19,1,0,0
"7838","Man United","Southampton",1,1,"D","2013-14",2013-10-19,0,0,1
"7839","Newcastle","Liverpool",2,2,"D","2013-14",2013-10-19,0,0,1
"7840","Stoke","West Brom",0,0,"D","2013-14",2013-10-19,0,0,1
"7841","Swansea","Sunderland",4,0,"H","2013-14",2013-10-19,1,0,0
"7842","West Ham","Man City",1,3,"A","2013-14",2013-10-19,0,1,0
"7843","Aston Villa","Tottenham",0,2,"A","2013-14",2013-10-20,0,1,0
"7844","Crystal Palace","Fulham",1,4,"A","2013-14",2013-10-21,0,1,0
"7845","Aston Villa","Everton",0,2,"A","2013-14",2013-10-26,0,1,0
"7846","Crystal Palace","Arsenal",0,2,"A","2013-14",2013-10-26,0,1,0
"7847","Liverpool","West Brom",4,1,"H","2013-14",2013-10-26,1,0,0
"7848","Man United","Stoke",3,2,"H","2013-14",2013-10-26,1,0,0
"7849","Norwich","Cardiff",0,0,"D","2013-14",2013-10-26,0,0,1
"7850","Southampton","Fulham",2,0,"H","2013-14",2013-10-26,1,0,0
"7851","Chelsea","Man City",2,1,"H","2013-14",2013-10-27,1,0,0
"7852","Sunderland","Newcastle",2,1,"H","2013-14",2013-10-27,1,0,0
"7853","Swansea","West Ham",0,0,"D","2013-14",2013-10-27,0,0,1
"7854","Tottenham","Hull",1,0,"H","2013-14",2013-10-27,1,0,0
"7855","Arsenal","Liverpool",2,0,"H","2013-14",2013-11-02,1,0,0
"7856","Fulham","Man United",1,3,"A","2013-14",2013-11-02,0,1,0
"7857","Hull","Sunderland",1,0,"H","2013-14",2013-11-02,1,0,0
"7858","Man City","Norwich",7,0,"H","2013-14",2013-11-02,1,0,0
"7859","Newcastle","Chelsea",2,0,"H","2013-14",2013-11-02,1,0,0
"7860","Stoke","Southampton",1,1,"D","2013-14",2013-11-02,0,0,1
"7861","West Brom","Crystal Palace",2,0,"H","2013-14",2013-11-02,1,0,0
"7862","West Ham","Aston Villa",0,0,"D","2013-14",2013-11-02,0,0,1
"7863","Cardiff","Swansea",1,0,"H","2013-14",2013-11-03,1,0,0
"7864","Everton","Tottenham",0,0,"D","2013-14",2013-11-03,0,0,1
"7865","Aston Villa","Cardiff",2,0,"H","2013-14",2013-11-09,1,0,0
"7866","Chelsea","West Brom",2,2,"D","2013-14",2013-11-09,0,0,1
"7867","Crystal Palace","Everton",0,0,"D","2013-14",2013-11-09,0,0,1
"7868","Liverpool","Fulham",4,0,"H","2013-14",2013-11-09,1,0,0
"7869","Norwich","West Ham",3,1,"H","2013-14",2013-11-09,1,0,0
"7870","Southampton","Hull",4,1,"H","2013-14",2013-11-09,1,0,0
"7871","Man United","Arsenal",1,0,"H","2013-14",2013-11-10,1,0,0
"7872","Sunderland","Man City",1,0,"H","2013-14",2013-11-10,1,0,0
"7873","Swansea","Stoke",3,3,"D","2013-14",2013-11-10,0,0,1
"7874","Tottenham","Newcastle",0,1,"A","2013-14",2013-11-10,0,1,0
"7875","Arsenal","Southampton",2,0,"H","2013-14",2013-11-23,1,0,0
"7876","Everton","Liverpool",3,3,"D","2013-14",2013-11-23,0,0,1
"7877","Fulham","Swansea",1,2,"A","2013-14",2013-11-23,0,1,0
"7878","Hull","Crystal Palace",0,1,"A","2013-14",2013-11-23,0,1,0
"7879","Newcastle","Norwich",2,1,"H","2013-14",2013-11-23,1,0,0
"7880","Stoke","Sunderland",2,0,"H","2013-14",2013-11-23,1,0,0
"7881","West Ham","Chelsea",0,3,"A","2013-14",2013-11-23,0,1,0
"7882","Cardiff","Man United",2,2,"D","2013-14",2013-11-24,0,0,1
"7883","Man City","Tottenham",6,0,"H","2013-14",2013-11-24,1,0,0
"7884","West Brom","Aston Villa",2,2,"D","2013-14",2013-11-25,0,0,1
"7885","Aston Villa","Sunderland",0,0,"D","2013-14",2013-11-30,0,0,1
"7886","Cardiff","Arsenal",0,3,"A","2013-14",2013-11-30,0,1,0
"7887","Everton","Stoke",4,0,"H","2013-14",2013-11-30,1,0,0
"7888","Newcastle","West Brom",2,1,"H","2013-14",2013-11-30,1,0,0
"7889","Norwich","Crystal Palace",1,0,"H","2013-14",2013-11-30,1,0,0
"7890","West Ham","Fulham",3,0,"H","2013-14",2013-11-30,1,0,0
"7891","Chelsea","Southampton",3,1,"H","2013-14",2013-12-01,1,0,0
"7892","Hull","Liverpool",3,1,"H","2013-14",2013-12-01,1,0,0
"7893","Man City","Swansea",3,0,"H","2013-14",2013-12-01,1,0,0
"7894","Tottenham","Man United",2,2,"D","2013-14",2013-12-01,0,0,1
"7895","Crystal Palace","West Ham",1,0,"H","2013-14",2013-12-03,1,0,0
"7896","Arsenal","Hull",2,0,"H","2013-14",2013-12-04,1,0,0
"7897","Fulham","Tottenham",1,2,"A","2013-14",2013-12-04,0,1,0
"7898","Liverpool","Norwich",5,1,"H","2013-14",2013-12-04,1,0,0
"7899","Man United","Everton",0,1,"A","2013-14",2013-12-04,0,1,0
"7900","Southampton","Aston Villa",2,3,"A","2013-14",2013-12-04,0,1,0
"7901","Stoke","Cardiff",0,0,"D","2013-14",2013-12-04,0,0,1
"7902","Sunderland","Chelsea",3,4,"A","2013-14",2013-12-04,0,1,0
"7903","Swansea","Newcastle",3,0,"H","2013-14",2013-12-04,1,0,0
"7904","West Brom","Man City",2,3,"A","2013-14",2013-12-04,0,1,0
"7905","Crystal Palace","Cardiff",2,0,"H","2013-14",2013-12-07,1,0,0
"7906","Liverpool","West Ham",4,1,"H","2013-14",2013-12-07,1,0,0
"7907","Man United","Newcastle",0,1,"A","2013-14",2013-12-07,0,1,0
"7908","Southampton","Man City",1,1,"D","2013-14",2013-12-07,0,0,1
"7909","Stoke","Chelsea",3,2,"H","2013-14",2013-12-07,1,0,0
"7910","Sunderland","Tottenham",1,2,"A","2013-14",2013-12-07,0,1,0
"7911","West Brom","Norwich",0,2,"A","2013-14",2013-12-07,0,1,0
"7912","Arsenal","Everton",1,1,"D","2013-14",2013-12-08,0,0,1
"7913","Fulham","Aston Villa",2,0,"H","2013-14",2013-12-08,1,0,0
"7914","Swansea","Hull",1,1,"D","2013-14",2013-12-09,0,0,1
"7915","Cardiff","West Brom",1,0,"H","2013-14",2013-12-14,1,0,0
"7916","Chelsea","Crystal Palace",2,1,"H","2013-14",2013-12-14,1,0,0
"7917","Everton","Fulham",4,1,"H","2013-14",2013-12-14,1,0,0
"7918","Hull","Stoke",0,0,"D","2013-14",2013-12-14,0,0,1
"7919","Man City","Arsenal",6,3,"H","2013-14",2013-12-14,1,0,0
"7920","Newcastle","Southampton",1,1,"D","2013-14",2013-12-14,0,0,1
"7921","West Ham","Sunderland",0,0,"D","2013-14",2013-12-14,0,0,1
"7922","Aston Villa","Man United",0,3,"A","2013-14",2013-12-15,0,1,0
"7923","Norwich","Swansea",1,1,"D","2013-14",2013-12-15,0,0,1
"7924","Tottenham","Liverpool",0,5,"A","2013-14",2013-12-15,0,1,0
"7925","Crystal Palace","Newcastle",0,3,"A","2013-14",2013-12-21,0,1,0
"7926","Fulham","Man City",2,4,"A","2013-14",2013-12-21,0,1,0
"7927","Liverpool","Cardiff",3,1,"H","2013-14",2013-12-21,1,0,0
"7928","Man United","West Ham",3,1,"H","2013-14",2013-12-21,1,0,0
"7929","Stoke","Aston Villa",2,1,"H","2013-14",2013-12-21,1,0,0
"7930","Sunderland","Norwich",0,0,"D","2013-14",2013-12-21,0,0,1
"7931","West Brom","Hull",1,1,"D","2013-14",2013-12-21,0,0,1
"7932","Southampton","Tottenham",2,3,"A","2013-14",2013-12-22,0,1,0
"7933","Swansea","Everton",1,2,"A","2013-14",2013-12-22,0,1,0
"7934","Arsenal","Chelsea",0,0,"D","2013-14",2013-12-23,0,0,1
"7935","Aston Villa","Crystal Palace",0,1,"A","2013-14",2013-12-26,0,1,0
"7936","Cardiff","Southampton",0,3,"A","2013-14",2013-12-26,0,1,0
"7937","Chelsea","Swansea",1,0,"H","2013-14",2013-12-26,1,0,0
"7938","Everton","Sunderland",0,1,"A","2013-14",2013-12-26,0,1,0
"7939","Hull","Man United",2,3,"A","2013-14",2013-12-26,0,1,0
"7940","Man City","Liverpool",2,1,"H","2013-14",2013-12-26,1,0,0
"7941","Newcastle","Stoke",5,1,"H","2013-14",2013-12-26,1,0,0
"7942","Norwich","Fulham",1,2,"A","2013-14",2013-12-26,0,1,0
"7943","Tottenham","West Brom",1,1,"D","2013-14",2013-12-26,0,0,1
"7944","West Ham","Arsenal",1,3,"A","2013-14",2013-12-26,0,1,0
"7945","Aston Villa","Swansea",1,1,"D","2013-14",2013-12-28,0,0,1
"7946","Cardiff","Sunderland",2,2,"D","2013-14",2013-12-28,0,0,1
"7947","Hull","Fulham",6,0,"H","2013-14",2013-12-28,1,0,0
"7948","Man City","Crystal Palace",1,0,"H","2013-14",2013-12-28,1,0,0
"7949","Norwich","Man United",0,1,"A","2013-14",2013-12-28,0,1,0
"7950","West Ham","West Brom",3,3,"D","2013-14",2013-12-28,0,0,1
"7951","Chelsea","Liverpool",2,1,"H","2013-14",2013-12-29,1,0,0
"7952","Everton","Southampton",2,1,"H","2013-14",2013-12-29,1,0,0
"7953","Newcastle","Arsenal",0,1,"A","2013-14",2013-12-29,0,1,0
"7954","Tottenham","Stoke",3,0,"H","2013-14",2013-12-29,1,0,0
"7955","Arsenal","Cardiff",2,0,"H","2013-14",2014-01-01,1,0,0
"7956","Crystal Palace","Norwich",1,1,"D","2013-14",2014-01-01,0,0,1
"7957","Fulham","West Ham",2,1,"H","2013-14",2014-01-01,1,0,0
"7958","Liverpool","Hull",2,0,"H","2013-14",2014-01-01,1,0,0
"7959","Man United","Tottenham",1,2,"A","2013-14",2014-01-01,0,1,0
"7960","Southampton","Chelsea",0,3,"A","2013-14",2014-01-01,0,1,0
"7961","Stoke","Everton",1,1,"D","2013-14",2014-01-01,0,0,1
"7962","Sunderland","Aston Villa",0,1,"A","2013-14",2014-01-01,0,1,0
"7963","Swansea","Man City",2,3,"A","2013-14",2014-01-01,0,1,0
"7964","West Brom","Newcastle",1,0,"H","2013-14",2014-01-01,1,0,0
"7965","Cardiff","West Ham",0,2,"A","2013-14",2014-01-11,0,1,0
"7966","Everton","Norwich",2,0,"H","2013-14",2014-01-11,1,0,0
"7967","Fulham","Sunderland",1,4,"A","2013-14",2014-01-11,0,1,0
"7968","Hull","Chelsea",0,2,"A","2013-14",2014-01-11,0,1,0
"7969","Man United","Swansea",2,0,"H","2013-14",2014-01-11,1,0,0
"7970","Southampton","West Brom",1,0,"H","2013-14",2014-01-11,1,0,0
"7971","Tottenham","Crystal Palace",2,0,"H","2013-14",2014-01-11,1,0,0
"7972","Newcastle","Man City",0,2,"A","2013-14",2014-01-12,0,1,0
"7973","Stoke","Liverpool",3,5,"A","2013-14",2014-01-12,0,1,0
"7974","Aston Villa","Arsenal",1,2,"A","2013-14",2014-01-13,0,1,0
"7975","Arsenal","Fulham",2,0,"H","2013-14",2014-01-18,1,0,0
"7976","Crystal Palace","Stoke",1,0,"H","2013-14",2014-01-18,1,0,0
"7977","Liverpool","Aston Villa",2,2,"D","2013-14",2014-01-18,0,0,1
"7978","Man City","Cardiff",4,2,"H","2013-14",2014-01-18,1,0,0
"7979","Norwich","Hull",1,0,"H","2013-14",2014-01-18,1,0,0
"7980","Sunderland","Southampton",2,2,"D","2013-14",2014-01-18,0,0,1
"7981","West Ham","Newcastle",1,3,"A","2013-14",2014-01-18,0,1,0
"7982","Chelsea","Man United",3,1,"H","2013-14",2014-01-19,1,0,0
"7983","Swansea","Tottenham",1,3,"A","2013-14",2014-01-19,0,1,0
"7984","West Brom","Everton",1,1,"D","2013-14",2014-01-20,0,0,1
"7985","Crystal Palace","Hull",1,0,"H","2013-14",2014-01-28,1,0,0
"7986","Liverpool","Everton",4,0,"H","2013-14",2014-01-28,1,0,0
"7987","Man United","Cardiff",2,0,"H","2013-14",2014-01-28,1,0,0
"7988","Norwich","Newcastle",0,0,"D","2013-14",2014-01-28,0,0,1
"7989","Southampton","Arsenal",2,2,"D","2013-14",2014-01-28,0,0,1
"7990","Swansea","Fulham",2,0,"H","2013-14",2014-01-28,1,0,0
"7991","Aston Villa","West Brom",4,3,"H","2013-14",2014-01-29,1,0,0
"7992","Chelsea","West Ham",0,0,"D","2013-14",2014-01-29,0,0,1
"7993","Sunderland","Stoke",1,0,"H","2013-14",2014-01-29,1,0,0
"7994","Tottenham","Man City",1,5,"A","2013-14",2014-01-29,0,1,0
"7995","Cardiff","Norwich",2,1,"H","2013-14",2014-02-01,1,0,0
"7996","Everton","Aston Villa",2,1,"H","2013-14",2014-02-01,1,0,0
"7997","Fulham","Southampton",0,3,"A","2013-14",2014-02-01,0,1,0
"7998","Hull","Tottenham",1,1,"D","2013-14",2014-02-01,0,0,1
"7999","Newcastle","Sunderland",0,3,"A","2013-14",2014-02-01,0,1,0
"8000","Stoke","Man United",2,1,"H","2013-14",2014-02-01,1,0,0
"8001","West Ham","Swansea",2,0,"H","2013-14",2014-02-01,1,0,0
"8002","Arsenal","Crystal Palace",2,0,"H","2013-14",2014-02-02,1,0,0
"8003","West Brom","Liverpool",1,1,"D","2013-14",2014-02-02,0,0,1
"8004","Man City","Chelsea",0,1,"A","2013-14",2014-02-03,0,1,0
"8005","Aston Villa","West Ham",0,2,"A","2013-14",2014-02-08,0,1,0
"8006","Chelsea","Newcastle",3,0,"H","2013-14",2014-02-08,1,0,0
"8007","Crystal Palace","West Brom",3,1,"H","2013-14",2014-02-08,1,0,0
"8008","Liverpool","Arsenal",5,1,"H","2013-14",2014-02-08,1,0,0
"8009","Norwich","Man City",0,0,"D","2013-14",2014-02-08,0,0,1
"8010","Southampton","Stoke",2,2,"D","2013-14",2014-02-08,0,0,1
"8011","Sunderland","Hull",0,2,"A","2013-14",2014-02-08,0,1,0
"8012","Swansea","Cardiff",3,0,"H","2013-14",2014-02-08,1,0,0
"8013","Man United","Fulham",2,2,"D","2013-14",2014-02-09,0,0,1
"8014","Tottenham","Everton",1,0,"H","2013-14",2014-02-09,1,0,0
"8015","Cardiff","Aston Villa",0,0,"D","2013-14",2014-02-11,0,0,1
"8016","Hull","Southampton",0,1,"A","2013-14",2014-02-11,0,1,0
"8017","West Brom","Chelsea",1,1,"D","2013-14",2014-02-11,0,0,1
"8018","West Ham","Norwich",2,0,"H","2013-14",2014-02-11,1,0,0
"8019","Arsenal","Man United",0,0,"D","2013-14",2014-02-12,0,0,1
"8020","Fulham","Liverpool",2,3,"A","2013-14",2014-02-12,0,1,0
"8021","Newcastle","Tottenham",0,4,"A","2013-14",2014-02-12,0,1,0
"8022","Stoke","Swansea",1,1,"D","2013-14",2014-02-12,0,0,1
"8023","Arsenal","Sunderland",4,1,"H","2013-14",2014-02-22,1,0,0
"8024","Cardiff","Hull",0,4,"A","2013-14",2014-02-22,0,1,0
"8025","Chelsea","Everton",1,0,"H","2013-14",2014-02-22,1,0,0
"8026","Crystal Palace","Man United",0,2,"A","2013-14",2014-02-22,0,1,0
"8027","Man City","Stoke",1,0,"H","2013-14",2014-02-22,1,0,0
"8028","West Brom","Fulham",1,1,"D","2013-14",2014-02-22,0,0,1
"8029","West Ham","Southampton",3,1,"H","2013-14",2014-02-22,1,0,0
"8030","Liverpool","Swansea",4,3,"H","2013-14",2014-02-23,1,0,0
"8031","Newcastle","Aston Villa",1,0,"H","2013-14",2014-02-23,1,0,0
"8032","Norwich","Tottenham",1,0,"H","2013-14",2014-02-23,1,0,0
"8033","Everton","West Ham",1,0,"H","2013-14",2014-03-01,1,0,0
